CAS,Chem.Name,Latin.name,Effect.value,Standard.Error,Test_statistic,Strain,Test.type,Duration.h,Group
1912249,Atrazine,Perca sp,80,NA,LC50,,A,48,FISH
1912249,Atrazine,Oncorhynchus mykiss,10,NA,LC50,,A,48,FISH
1912249,Atrazine,Carassius carassius,100,NA,LC50,,A,48,FISH
1912249,Atrazine,Lepomis macrochirus,16,NA,LC50,,A,96,FISH
1912249,Atrazine,Oncorhynchus mykiss,17,NA,LC50,,A,96,FISH
1912249,Atrazine,Oncorhynchus mykiss,30,NA,LC50,,A,48,FISH
1912249,Atrazine,Ictalurus sp,35,NA,LC50,,A,96,FISH
1912249,Atrazine,Poecilia reticulata,4.3,NA,LC50,,A,96,FISH
1912249,Atrazine,Lepomis macrochirus,50,NA,LC50,,A,96,FISH
1912249,Atrazine,Ictalurus sp,7.6,NA,LC50,,A,96,FISH
1912249,Atrazine,Carassius carassius,76,NA,LC50,,A,96,FISH
1912249,Atrazine,Ictalurus sp,8,NA,LC50,,A,48,FISH
1912249,Atrazine,Oncorhynchus mykiss,8.8,NA,LC50,,A,96,FISH
1912249,Atrazine,Lepomis macrochirus,80,NA,LC50,,A,48,FISH
1912249,Atrazine,Carassius auratus,56,NA,LC50,,A,96,FISH
1912249,Atrazine,Carassius auratus,58.6,NA,LC50,,A,96,FISH
1912249,Atrazine,Oncorhynchus mykiss,6.03,NA,LC50,,A,96,FISH
1912249,Atrazine,Carassius auratus,60,NA,LC50,,A,96,FISH
1912249,Atrazine,Oncorhynchus mykiss,10,NA,LC50,,A,48,FISH
1912249,Atrazine,Lepomis macrochirus,24,NA,LC50,,A,96,FISH
1912249,Atrazine,Oncorhynchus mykiss,4.5,NA,LC50,,A,96,FISH
1912249,Atrazine,Oncorhynchus mykiss,5.35,NA,LC50,,A,96,FISH
1912249,Atrazine,Oncorhynchus mykiss,0.015,NA,NOEC,,C,240,FISH
1912249,Atrazine,Oncorhynchus mykiss,0.048,NA,NOEC,,C,2160,FISH
1912249,Atrazine,Rana palustris,20.2,NA,EC50,,A,96,AMPHIB
1912249,Atrazine,Idotea sp,11.55,NA,EC50,,A,168,INVERT
1912249,Atrazine,Ictalurus punctatus,0.22,NA,LC50,,A,96,FISH
1912249,Atrazine,Oncorhynchus mykiss,0.87,NA,LC50,,A,96,FISH
1912249,Atrazine,Ictalurus punctatus,0.31,NA,LC50,,A,108,FISH
1912249,Atrazine,Ictalurus punctatus,0.34,NA,LC50,,A,108,FISH
1912249,Atrazine,Pimephales promelas,1.5,NA,NOEC,,C,168,FISH
1912249,Atrazine,Pimephales promelas,13.2,NA,EC50,,A,168,FISH
1912249,Atrazine,Pimephales promelas,14.8,NA,LC50,,A,168,FISH
1912249,Atrazine,Ceriodaphnia dubia,3,NA,NOEC,,C,168,INVERT
1912249,Atrazine,Ceriodaphnia dubia,4,NA,NOEC,,C,168,INVERT
1912249,Atrazine,Ctenopharyngodon idella,37,NA,LC50,,A,96,FISH
1912249,Atrazine,Pimephales promelas,0.0436,NA,NOEL,,C,504,FISH
1912249,Atrazine,Pimephales promelas,0.0436,NA,NOEL,,C,504,FISH
1912249,Atrazine,Pimephales promelas,0.0436,NA,NOEC,,C,504,FISH
1912249,Atrazine,Pimephales promelas,0.0436,NA,NOEC,,C,504,FISH
1912249,Atrazine,Pimephales promelas,0.0436,NA,NOEL,,C,504,FISH
1912249,Atrazine,Hyalella azteca,14.7,NA,LC50,,A,96,INVERT
1912249,Atrazine,Hydra americana,3,NA,EC50,,A,96,INVERT
1912249,Atrazine,Physa virgata,34.1,NA,LC50,,A,96,INVERT
1912249,Atrazine,Lumbriculus variegatus,37.1,NA,LC50,,A,96,INVERT
1912249,Atrazine,Acroneuria sp,6.7,NA,LC50,,A,96,INVERT
1912249,Atrazine,Desmodesmus subspicatus,0.021,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Pediastrum sp,0.537,NA,EC50,,A,168,ALGAE
1912249,Atrazine,Chlamydomonas sp,0.0465,NA,EC50,,A,168,ALGAE
1912249,Atrazine,Chlorella sp,0.0729,NA,EC50,,A,168,ALGAE
1912249,Atrazine,Chlamydomonas sp,0.0806,NA,EC50,,A,168,ALGAE
1912249,Atrazine,Chlorella sp,0.155,NA,EC50,,A,168,ALGAE
1912249,Atrazine,Scenedesmus quadricauda,0.171,NA,EC50,,A,168,ALGAE
1912249,Atrazine,Scenedesmus quadricauda,0.334,NA,EC50,,A,168,ALGAE
1912249,Atrazine,Pediastrum sp,1.28,NA,EC50,,A,168,ALGAE
1912249,Atrazine,Chlorella pyrenoidosa,0.145,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Scenedesmus acutus var. acutus,0.124,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Scenedesmus quadricauda,0.041,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Ankistrodesmus falcatus,0.0104,NA,NOEL,,C,120,ALGAE
1912249,Atrazine,Chlorella vulgaris,0.0104,NA,NOEL,,C,120,ALGAE
1912249,Atrazine,Staurastrum cristatum,0.0104,NA,NOEL,,C,120,ALGAE
1912249,Atrazine,Synechococcus sp,0.0104,NA,NOEL,,C,120,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.026,NA,LC50,,A,96,ALGAE
1912249,Atrazine,Chlorella fusca var vacuolata,0.0497,NA,EC50,,A,48,ALGAE
1912249,Atrazine,Scenedesmus abundans,0.11,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.103,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Desmodesmus subspicatus,0.0918,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Synechococcus leopoliensis,0.0241,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Scenedesmus quadricauda,0.0424,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.0733,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Parachlorella kessleri,1.73,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Stichococcus bacillaris,3.37,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Chlorella vulgaris,0.0043,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Chlamydomonas intermedia,0.034,NA,EC50,,A,144,ALGAE
1912249,Atrazine,Scenedesmus acutus,0.056,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.115,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Staurastrum sebaldi,0.282,NA,EC50,,A,144,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.062,NA,NOEC,,C,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.13,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Scenedesmus acutus var. acutus,0.086,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Ceriodaphnia sp,0.025,NA,NOEC,,C,336,INVERT
1912249,Atrazine,Simocephalus sp,0.025,NA,NOEC,,C,336,INVERT
1912249,Atrazine,Ceriodaphnia sp,0.025,NA,NOEC,,C,504,INVERT
1912249,Atrazine,Ceriodaphnia sp,0.025,NA,NOEC,,C,672,INVERT
1912249,Atrazine,Ceriodaphnia sp,0.025,NA,NOEC,,C,96,INVERT
1912249,Atrazine,Simocephalus sp,0.025,NA,NOEC,,C,96,INVERT
1912249,Atrazine,Ceriodaphnia sp,0.025,NA,NOEC,,C,1008,INVERT
1912249,Atrazine,Ceriodaphnia sp,0.025,NA,NOEC,,C,168,INVERT
1912249,Atrazine,Simocephalus sp,0.025,NA,NOEC,,C,168,INVERT
1912249,Atrazine,Danio rerio,0.0175,NA,NOEC,,C,2640,FISH
1912249,Atrazine,Danio rerio,0.0201,NA,NOEC,,C,2640,FISH
1912249,Atrazine,Danio rerio,0.173,NA,NOEC,,C,2640,FISH
1912249,Atrazine,Danio rerio,0.19,NA,NOEC,,C,2640,FISH
1912249,Atrazine,Danio rerio,1.85,NA,NOEC,,C,2640,FISH
1912249,Atrazine,Danio rerio,1.85,NA,NOEC,,C,2640,FISH
1912249,Atrazine,Danio rerio,1.98,NA,NOEC,,C,2640,FISH
1912249,Atrazine,Danio rerio,1.98,NA,NOEC,,C,2640,FISH
1912249,Atrazine,Artemia salina,30,NA,LC50,,A,24,INVERT
1912249,Atrazine,Streptocephalus rubricaudatus,30,NA,LC50,,A,24,INVERT
1912249,Atrazine,Streptocephalus texanus,30,NA,LC50,,A,24,INVERT
1912249,Atrazine,Brachionus calyciflorus,7.84,NA,LC50,,A,48,INVERT
1912249,Atrazine,Brachionus calyciflorus,7.84,NA,LC50,,A,24,INVERT
1912249,Atrazine,Oncorhynchus mykiss,0.05,NA,NOEC,,C,240,FISH
1912249,Atrazine,Pimephales promelas,20,NA,LC50,,A,96,FISH
1912249,Atrazine,Daphnia magna,0.14,NA,NOEC,,C,504,INVERT
1912249,Atrazine,Salvelinus fontinalis,0.065,NA,NOEC,,C,7440,FISH
1912249,Atrazine,Lepomis macrochirus,0.095,NA,NOEC,,C,672,FISH
1912249,Atrazine,Pimephales promelas,0.21,NA,NOEC,,C,768,FISH
1912249,Atrazine,Pimephales promelas,15,NA,EC50,,A,96,FISH
1912249,Atrazine,Salvelinus fontinalis,4.9,NA,EC50,,A,96,FISH
1912249,Atrazine,Lepomis macrochirus,6.7,NA,EC50,,A,96,FISH
1912249,Atrazine,Gammarus fasciatus,5.7,NA,EC50,,A,96,INVERT
1912249,Atrazine,Daphnia magna,6.9,NA,EC50,,A,48,INVERT
1912249,Atrazine,Uca pugilator,197.85,NA,EC50,,A,96,INVERT
1912249,Atrazine,Oncorhynchus mykiss,4.5,NA,EC50,,A,96,FISH
1912249,Atrazine,Lepomis macrochirus,24,NA,EC50,,A,96,FISH
1912249,Atrazine,Neopanope texana,1000,NA,EC50,,A,96,INVERT
1912249,Atrazine,Daphnia magna,115,NA,EC50,,A,48,INVERT
1912249,Atrazine,Lepomis macrochirus,54.51,NA,EC50,,A,96,FISH
1912249,Atrazine,Oncorhynchus mykiss,24,NA,EC50,,A,96,FISH
1912249,Atrazine,Lepomis macrochirus,42,NA,EC50,,A,96,FISH
1912249,Atrazine,Navicula incerta,0.46,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Monochrysis lutheri,0.077,NA,EC50,,A,240,ALGAE
1912249,Atrazine,Porphyridium cruentum,0.079,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Neochloris sp,0.082,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Isochrysis galbana,0.1,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Platymonas sp,0.1,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Thalassiosira fluviatilis,0.11,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Penaeus aztecus,1,NA,EC50,,A,48,INVERT
1912249,Atrazine,Anabaena flos-aquae,0.0001,NA,NOEC,,C,120,ALGAE
1912249,Atrazine,Navicula pelliculosa,0.01,NA,NOEC,,C,96,ALGAE
1912249,Atrazine,Dunaliella tertiolecta,0.1,NA,NOEC,,C,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.076,NA,NOEC,,C,96,ALGAE
1912249,Atrazine,Pimephales promelas,0.25,NA,NOEC,,C,840,FISH
1912249,Atrazine,Scenedesmus costatum,0.014,NA,NOEC,,C,96,ALGAE
1912249,Atrazine,Cyprinodon variegatus,13.4,NA,EC50,,A,96,FISH
1912249,Atrazine,Americamysis bahia,5.4,NA,EC50,,A,96,INVERT
1912249,Atrazine,Notropis atherinoides,15.6,NA,EC50,,A,96,FISH
1912249,Atrazine,Oncorhynchus mykiss,14.7,NA,EC50,,A,96,FISH
1912249,Atrazine,Lepomis macrochirus,69,NA,EC50,,A,96,FISH
1912249,Atrazine,Chlamydomonas reinhardtii,0.01,NA,NOEC,,C,24,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.0034,NA,NOEC,,C,96,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.0037,NA,NOEC,,C,240,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.12,NA,NOEC,,C,72,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.0051,NA,NOEC,,C,168,ALGAE
1912249,Atrazine,Desmodesmus subspicatus,0.02,NA,NOEC,,C,24,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.021,NA,EC50,,A,168,ALGAE
1912249,Atrazine,Desmodesmus subspicatus,0.022,NA,NOEC,,C,72,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.051,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Desmodesmus subspicatus,0.072,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.35,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.4,NA,EC10,,C,24,ALGAE
1912249,Atrazine,Desmodesmus subspicatus,0.05,NA,EC10,,C,24,ALGAE
1912249,Atrazine,Chlorella vulgaris,0.413,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.11,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Desmodesmus subspicatus,0.041,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Desmodesmus subspicatus,0.192,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Scenedesmus acutus var. acutus,0.0147,NA,EC50,,A,48,ALGAE
1912249,Atrazine,Scenedesmus acutus var. acutus,0.458,NA,LC10,,C,24,ALGAE
1912249,Atrazine,Scenedesmus acutus var. acutus,0.156,NA,LC10,,C,96,ALGAE
1912249,Atrazine,Scenedesmus acutus var. acutus,0.347,NA,LC10,,C,48,ALGAE
1912249,Atrazine,Scenedesmus acutus var. acutus,0.597,NA,LC50,,A,96,ALGAE
1912249,Atrazine,Scenedesmus acutus var. acutus,0.713,NA,LC50,,A,48,ALGAE
1912249,Atrazine,Scenedesmus acutus var. acutus,0.897,NA,LC50,,A,24,ALGAE
1912249,Atrazine,Chlorella fusca var vacuolata,0.00561,NA,NOEC,,C,24,ALGAE
1912249,Atrazine,Chlorella fusca var vacuolata,0.0177,NA,EC50,,A,24,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,1.6,NA,LC50,,A,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.055,NA,NOEC,,C,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.196,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.206,NA,EC50,,A,48,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.599,NA,EC50,,A,24,ALGAE
1912249,Atrazine,Microcystis aeruginosa,0.09,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Microcystis aeruginosa,0.2,NA,EC50,,A,48,ALGAE
1912249,Atrazine,Synechococcus elongatus,0.00539,NA,NOEL,,C,24,ALGAE
1912249,Atrazine,Chlorella vulgaris,0.0216,NA,NOEL,,C,24,ALGAE
1912249,Atrazine,Chlorella vulgaris,0.162,NA,NOEL,,C,24,ALGAE
1912249,Atrazine,Synechococcus elongatus,0.162,NA,NOEL,,C,24,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.00917,NA,EC10,,C,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0822,NA,EC25,,C,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0101,NA,EC10,,C,24,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0115,NA,EC10,,C,48,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0127,NA,EC10,,C,48,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0128,NA,EC10,,C,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0139,NA,EC10,,C,24,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0155,NA,EC10,,C,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0176,NA,EC10,,C,24,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.026,NA,EC25,,C,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0268,NA,EC10,,C,48,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0271,NA,EC10,,C,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0332,NA,EC25,,C,48,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0427,NA,EC25,,C,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0478,NA,EC25,,C,24,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0485,NA,EC25,,C,48,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0502,NA,EC25,,C,24,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0523,NA,NOEC,,C,24,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0523,NA,NOEC,,C,48,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0548,NA,EC25,,C,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0661,NA,EC25,,C,24,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.077,NA,EC25,,C,48,ALGAE
1912249,Atrazine,Oophila sp,0.101,NA,EC25,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.0593,NA,EC10,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.111,NA,EC10,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.118,NA,NOEC,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.171,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Oophila sp,0.178,NA,EC25,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.284,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.026,NA,IC50,,A,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.026,NA,LC50,,A,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0841,NA,EC50,,A,48,ALGAE
1912249,Atrazine,Gomphonema clavatum,3.54,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Gomphonema clavatum,2.69,NA,EC10,,C,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.118,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.187,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Dunaliella tertiolecta,0.132,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.147,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0929,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.164,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.158,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.159,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.164,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.191,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.3,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Microcystis sp,0.09,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Chlorella vulgaris,0.094,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.117,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Scenedesmus quadricauda,0.169,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.176,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Pavlova sp,0.096,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Pavlova sp,0.014,NA,NOEC,,C,96,ALGAE
1912249,Atrazine,Pavlova sp,0.02,NA,NOEC,,C,288,ALGAE
1912249,Atrazine,Pavlova sp,0.02,NA,NOEC,,C,96,ALGAE
1912249,Atrazine,Pavlova sp,0.02,NA,NOEC,,C,192,ALGAE
1912249,Atrazine,Pavlova sp,0.147,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0814,NA,IC50,,A,72,ALGAE
1912249,Atrazine,Chlorella fusca var vacuolata,0.51,NA,NOEC,,C,48,ALGAE
1912249,Atrazine,Chlorella fusca var vacuolata,0.066,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Chlorella fusca var vacuolata,0.08,NA,NOEL,,C,24,ALGAE
1912249,Atrazine,Chlorella fusca var vacuolata,0.126,NA,EC50,,A,48,ALGAE
1912249,Atrazine,Chlorella fusca var vacuolata,0.128,NA,EC50,,A,48,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.388,NA,EC50,,A,24,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.561,NA,EC50,,A,24,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.0216,NA,EC50,,A,24,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,5.67,NA,EC50,,A,24,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.194,NA,EC50,,A,24,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.324,NA,EC50,,A,24,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.345,NA,EC50,,A,24,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.367,NA,EC50,,A,24,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.604,NA,EC50,,A,24,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.625,NA,EC50,,A,24,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,0.776,NA,EC50,,A,24,ALGAE
1912249,Atrazine,Chlamydomonas reinhardtii,1.01,NA,EC50,,A,24,ALGAE
1912249,Atrazine,Anabaena flos-aquae,0.096,NA,EC50,,A,48,ALGAE
1912249,Atrazine,Anabaena flos-aquae,0.0997,NA,NOEC,,C,48,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.00949,NA,EC10,,C,48,ALGAE
1912249,Atrazine,Anabaena flos-aquae,0.0249,NA,NOEC,,C,48,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0308,NA,EC10,,C,48,ALGAE
1912249,Atrazine,Anabaena flos-aquae,0.0339,NA,EC10,,C,48,ALGAE
1912249,Atrazine,Anabaena flos-aquae,0.0392,NA,EC10,,C,48,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0426,NA,EC50,,A,48,ALGAE
1912249,Atrazine,Anabaena flos-aquae,0.056,NA,EC50,,A,48,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.142,NA,EC50,,A,48,ALGAE
1912249,Atrazine,Oophila sp,0.103,NA,EC10,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.381,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Oophila sp,0.119,NA,NOEC,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.12,NA,EC25,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.095,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Oophila sp,0.029,NA,NOEC,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.031,NA,NOEC,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.035,NA,EC10,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.057,NA,EC25,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.069,NA,EC10,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.072,NA,EC10,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.078,NA,EC10,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.108,NA,NOEC,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.109,NA,EC25,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.112,NA,EC10,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.117,NA,EC25,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.161,NA,EC25,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.172,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Oophila sp,0.175,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Oophila sp,0.177,NA,EC25,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.2,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Oophila sp,0.23,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Oophila sp,0.243,NA,EC10,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.274,NA,EC25,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.298,NA,EC10,,C,96,ALGAE
1912249,Atrazine,Oophila sp,0.304,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Oophila sp,0.309,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Oophila sp,0.337,NA,EC25,,C,96,ALGAE
1912249,Atrazine,Dunaliella tertiolecta,0.431,NA,EC50,,A,120,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.12,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.053,NA,EC50,,A,120,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.076,NA,NOEL,,C,96,ALGAE
1912249,Atrazine,Microcystis aeruginosa,0.129,NA,EC50,,A,120,ALGAE
1912249,Atrazine,Dunaliella tertiolecta,0.18,NA,EC50,,A,120,ALGAE
1912249,Atrazine,Anabaena flos-aquae,0.23,NA,EC50,,A,120,ALGAE
1912249,Atrazine,Chlorella pyrenoidosa,0.282,NA,EC50,,A,120,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.235,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.075,NA,NOEC,,C,96,ALGAE
1912249,Atrazine,Chlorella fusca,0.015,NA,EC50,,A,24,ALGAE
1912249,Atrazine,Dunaliella tertiolecta,0.17,NA,EC50,,A,120,ALGAE
1912249,Atrazine,Anabaena flos-aquae,0.22,NA,EC50,,A,120,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.099,NA,MATC,,C,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0039,NA,EC50,,A,48,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.12,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.09,NA,EC10,,C,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.026,NA,EC10,,C,24,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.031,NA,EC10,,C,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.076,NA,NOEC,,C,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.081,NA,EC50,,A,24,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.000049,NA,EC10,,C,48,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.13,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.19,NA,EC10,,C,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.002,NA,EC10,,C,48,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.0065,NA,EC10,,C,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.016,NA,NOEC,,C,120,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.016,NA,EC10,,C,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.026,NA,EC10,,C,120,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.027,NA,EC50,,A,72,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.041,NA,EC50,,A,96,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.049,NA,EC50,,A,48,ALGAE
1912249,Atrazine,Raphidocelis subcapitata,0.055,NA,EC50,,A,120,ALGAE
